is_canceled,deposit_type,previous_cancellations,lead_time,total_of_special_requests,different_room_assigned,market_segment,required_car_parking_spaces,distribution_channel,hotel,customer_type,previous_bookings_not_canceled,is_repeated_guest,country_PRT,country_other,treatment_control,accept_offer,new_lead_time
1,No Deposit,1,351,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,351
0,Non Refund,1,335,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,treatment,1,82
1,Non Refund,0,344,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,344
0,No Deposit,0,336,0,1,Groups,1,Direct,Resort Hotel,Transient-Party,0,0,0,1,treatment,0,336
1,No Deposit,1,290,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,290
0,No Deposit,0,241,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,treatment,0,241
1,Non Refund,0,580,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,580
1,Non Refund,1,311,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,control,0,311
1,Non Refund,1,304,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,control,0,304
0,No Deposit,0,423,1,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,treatment,0,423
1,Non Refund,1,272,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,272
0,Non Refund,0,277,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,1,74
1,Non Refund,0,277,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,277
0,No Deposit,0,386,0,0,Groups,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0,treatment,1,78
1,Non Refund,0,197,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0,control,0,197
1,No Deposit,0,203,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0,treatment,0,203
1,Non Refund,0,461,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,461
1,Non Refund,0,629,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,629
1,Non Refund,0,450,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,450
1,Non Refund,0,462,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0,control,0,462
1,Non Refund,0,422,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,422
1,Non Refund,0,626,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,626
0,No Deposit,0,253,0,1,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,1,0,treatment,0,253
0,No Deposit,0,364,2,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,364
1,Non Refund,1,304,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,treatment,0,304
0,No Deposit,0,202,1,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,202
0,No Deposit,0,189,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,189
1,Non Refund,1,342,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,342
0,No Deposit,0,316,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,316
1,Non Refund,1,342,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,control,0,342
1,Non Refund,0,350,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,350
1,Non Refund,0,212,0,0,Groups,0,Direct,Resort Hotel,Transient,0,0,1,0,treatment,0,212
0,No Deposit,0,220,1,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,treatment,0,220
0,No Deposit,0,383,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,383
1,Non Refund,1,224,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,224
1,Non Refund,0,454,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,454
1,No Deposit,0,289,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0,treatment,1,56
1,Non Refund,1,321,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,control,0,321
1,Non Refund,1,283,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,283
1,Non Refund,1,334,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,334
0,No Deposit,0,336,0,0,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,0,1,control,0,336
1,Non Refund,1,358,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,358
1,Non Refund,1,272,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,272
1,Non Refund,0,475,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,475
1,Non Refund,0,233,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,233
1,Non Refund,0,379,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,379
0,No Deposit,0,414,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,414
1,No Deposit,0,312,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0,treatment,0,312
1,Non Refund,0,277,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,277
0,No Deposit,0,287,0,1,Groups,0,Corporate,Resort Hotel,Transient,0,0,0,1,treatment,0,287
1,No Deposit,1,276,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,control,0,276
1,Non Refund,0,538,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,538
1,Non Refund,0,267,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,267
0,No Deposit,0,434,1,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,434
1,Non Refund,0,587,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,587
1,Non Refund,0,215,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0,control,0,215
0,No Deposit,0,434,1,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,treatment,1,76
1,Non Refund,0,211,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0,control,0,211
1,Non Refund,0,517,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,517
1,Non Refund,0,386,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,386
0,No Deposit,0,244,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,244
1,No Deposit,1,468,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0,treatment,1,69
0,No Deposit,0,199,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,treatment,0,199
0,No Deposit,0,208,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,208
1,Non Refund,0,277,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0,treatment,0,277
1,Non Refund,0,251,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,251
1,Non Refund,1,239,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,239
0,No Deposit,0,383,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,383
0,No Deposit,0,206,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,treatment,1,72
1,No Deposit,0,239,0,0,Groups,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0,control,0,239
0,No Deposit,0,189,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,treatment,1,75
1,Non Refund,1,377,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,control,0,377
0,No Deposit,0,213,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,treatment,0,213
1,No Deposit,1,272,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,treatment,0,272
0,No Deposit,0,211,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,treatment,0,211
1,Non Refund,0,451,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,451
1,Non Refund,1,327,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,327
0,No Deposit,0,282,1,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,282
1,Non Refund,0,277,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,277
0,Non Refund,0,226,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,1,55
0,No Deposit,0,254,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,treatment,0,254
0,Non Refund,1,414,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,1,60
1,Non Refund,0,451,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,451
1,Non Refund,0,205,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,205
1,Non Refund,1,395,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,395
1,Non Refund,0,277,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,277
0,No Deposit,0,208,1,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,treatment,0,208
1,No Deposit,0,192,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,192
1,Non Refund,0,337,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,337
1,Non Refund,1,359,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,359
1,No Deposit,0,236,0,0,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,1,0,control,0,236
1,Non Refund,0,393,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0,treatment,0,393
0,No Deposit,0,261,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,treatment,1,73
0,No Deposit,0,253,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,treatment,0,253
1,Non Refund,0,219,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,219
0,No Deposit,0,364,0,0,Groups,0,Corporate,Resort Hotel,Transient-Party,0,0,0,1,control,0,364
1,No Deposit,0,302,0,0,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,1,0,control,0,302
1,Non Refund,1,278,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,278
0,Non Refund,1,367,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,treatment,1,38
1,Non Refund,0,368,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,368
1,Non Refund,0,393,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0,treatment,1,80
0,No Deposit,0,185,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,185
0,No Deposit,1,269,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,treatment,1,70
1,Non Refund,0,411,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0,control,0,411
0,No Deposit,0,429,0,1,Groups,0,TA/TO,City Hotel,Transient,0,0,0,1,treatment,0,429
0,No Deposit,0,213,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,treatment,0,213
1,No Deposit,1,265,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,1,1,0,control,0,265
0,No Deposit,0,365,1,1,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,0,1,treatment,0,365
1,Non Refund,0,440,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,440
1,Non Refund,0,386,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,386
1,Non Refund,1,341,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,treatment,0,341
1,Non Refund,1,278,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,278
1,No Deposit,1,278,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,control,0,278
1,Non Refund,0,391,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,391
0,No Deposit,0,223,0,0,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,0,1,control,0,223
0,No Deposit,0,312,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,312
0,No Deposit,0,317,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,317
0,No Deposit,0,260,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,260
1,Non Refund,1,323,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,323
0,Non Refund,0,368,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,1,64
0,No Deposit,0,351,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0,treatment,0,351
1,Non Refund,0,277,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,277
1,Non Refund,0,186,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,186
1,Non Refund,0,420,0,1,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,420
1,Non Refund,1,334,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,treatment,0,334
1,Non Refund,1,305,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,305
1,Non Refund,1,259,0,0,Groups,0,Corporate,Resort Hotel,Transient,0,0,0,1,treatment,0,259
0,No Deposit,0,189,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,treatment,0,189
0,No Deposit,0,316,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,316
0,No Deposit,0,414,1,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,414
0,No Deposit,0,337,0,0,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,0,1,treatment,0,337
1,Non Refund,0,605,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,605
1,Non Refund,0,251,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,1,67
1,No Deposit,0,336,0,0,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,1,0,treatment,0,336
1,Non Refund,1,283,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,283
1,Non Refund,0,251,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,251
1,Non Refund,0,461,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,461
0,No Deposit,0,434,2,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,434
0,No Deposit,0,336,0,0,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,0,1,treatment,0,336
1,Non Refund,0,300,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,300
0,Refundable,0,339,0,0,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,0,1,control,0,339
1,Non Refund,0,443,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,443
0,No Deposit,0,322,0,0,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,0,1,control,0,322
1,No Deposit,1,222,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,222
0,No Deposit,0,225,0,1,Groups,0,Direct,Resort Hotel,Transient-Party,0,0,0,1,treatment,1,54
0,No Deposit,1,286,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,1,1,0,treatment,1,61
1,Non Refund,0,594,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,594
1,Non Refund,0,351,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,351
0,No Deposit,0,241,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,241
1,Non Refund,0,566,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,566
1,Non Refund,0,393,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,393
1,Non Refund,0,422,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,422
1,Non Refund,1,326,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,326
1,Non Refund,1,358,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,0,358
1,Non Refund,1,321,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,control,0,321
1,Non Refund,0,283,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,283
1,Non Refund,1,363,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,treatment,0,363
0,No Deposit,0,213,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,213
1,No Deposit,0,281,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,treatment,0,281
1,Non Refund,0,351,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,351
0,No Deposit,0,388,1,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1,control,0,388
0,Non Refund,0,503,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,treatment,1,76
0,No Deposit,0,434,1,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,434
0,Non Refund,1,363,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,treatment,1,77
0,No Deposit,0,287,0,1,Groups,0,Corporate,Resort Hotel,Transient-Party,0,0,0,1,treatment,0,287
1,Non Refund,1,293,0,0,Groups,0,TA/TO,City Hotel,Contract,0,0,1,0,control,0,293
1,Non Refund,0,451,0,0,Groups,0,TA/TO,City Hotel,Transient,0,0,1,0,control,0,451
1,Non Refund,1,271,0,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,1,0,control,0,271
0,No Deposit,0,328,1,0,Groups,0,TA/TO,City Hotel,Transient-Party,0,0,0,1,control,0,328
